t,epo_level,Compound_8_Obs,Compound_11_Obs
110,2.5e-09,63.2672959098718,11.0374770223968
110,2.5e-09,68.0572838525556,12.1854143969152
110,2.5e-09,66.5545355427728,7.94607653446326
110,2.5e-08,55.7510664868582,21.7030210813559
110,2.5e-08,38.7658035184775,22.9148231515094
110,2.5e-08,42.8058516413581,25.6010209694191
110,1.25e-07,56.4044295192652,13.3398765251728
110,1.25e-07,56.5841717117334,16.8415613969229
110,1.25e-07,62.3296733356433,14.0598977500312
110,2.5e-07,85.344023813908,7.98455353027896
110,2.5e-07,84.3228117915581,6.21929576250136
110,2.5e-07,83.940467370651,5.59691202849548
110,2.5e-06,72.7975174155896,0.911628842171691
110,2.5e-06,80.5507116660296,1.0379601615342
110,2.5e-06,80.141472018848,0.952976949558428
