t,epo_level,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs
5,2.5e-09,2.25780619092316,27.0694184002603,-3.76046160954414
5,2.5e-09,2.41997417510388,34.0257499444077,15.4366115631265
5,2.5e-09,2.5141646008289,30.0436602973036,11.4272503674621
5,2.5e-08,1.92854675715761,27.5174455294313,11.0587696452314
5,2.5e-08,1.95461654193947,26.2312062528383,-0.356827939031565
5,2.5e-08,1.9766106764242,27.8997123947062,7.79963323297008
5,2.5e-07,1.1302427357361,34.4682309081507,81.3284502729283
5,2.5e-07,1.15873549394298,33.7454023756406,76.4447321253074
5,2.5e-07,1.26984129009974,27.8146627041302,82.2596952153722
5,2.5e-06,0.245432491533313,36.230346594389,79.3634787040461
5,2.5e-06,0.349758524314461,33.1953430597739,88.320863239407
5,2.5e-06,0.475560492794438,32.7590971314912,76.1697274442128
5,2.5e-05,-0.186025227088482,30.9048610895203,74.1167420173138
5,2.5e-05,0.00782855464085377,31.3690991349029,87.9493417113967
5,2.5e-05,0.144875189213873,31.1368275114874,80.0955646500211
