t,Compound_1_Obs,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
0,1.39942279441479,1.64345276312784,0.407612298980731,0.370218678280278,5.68658971983703,1.09301687349811,0.00200725521816439
10,1.33277437377242,NaN,NaN,NaN,NaN,NaN,NaN
15,NaN,0.0750381642171748,NaN,NaN,NaN,NaN,NaN
20,NaN,NaN,13.9084319386745,3.42638041704408,0.744602898970536,11.6085230038029,NaN
25,1.09500786442758,NaN,NaN,NaN,NaN,NaN,0.00496217961744702
30,NaN,0.155201710795785,NaN,NaN,NaN,NaN,NaN
35,1.30946077695368,NaN,NaN,NaN,1.52150904839214,NaN,NaN
40,NaN,NaN,12.124666953255,2.96693297556329,NaN,12.6757396531612,NaN
45,0.985625325706414,0.352835093432414,NaN,NaN,NaN,NaN,NaN
50,NaN,NaN,NaN,NaN,NaN,NaN,0.00472011485532116
55,NaN,NaN,NaN,NaN,1.50106746324709,NaN,NaN
60,1.00542788678533,0.320722202254693,14.0720154026241,2.60756561159278,NaN,11.25480290053,NaN
75,0.885169363338236,0.470240760071721,NaN,NaN,2.0252371792127,NaN,0.00407308409547749
80,NaN,NaN,13.0782280487657,2.25725849459953,NaN,NaN,NaN
85,NaN,NaN,NaN,NaN,NaN,11.2047036901795,NaN
90,0.849246605037083,NaN,NaN,NaN,NaN,NaN,NaN
95,NaN,0.397697173860044,NaN,NaN,NaN,NaN,NaN
100,0.978409035588896,0.493707352625686,11.1555231567959,2.49893774732589,2.12593211364297,9.86435416405426,0.00401635047206089
150,0.969284445182927,0.504055195464993,8.96017916219566,1.70861692748867,2.64645296516498,8.34272092438828,0.0042523088016414
200,1.04507226340112,0.434433020037405,8.28034047803554,1.69912012028467,3.72010369895023,6.98674094282607,0.00337068801663601
250,NaN,0.487338104801993,8.24680914705603,1.87886952448006,2.9551485246291,7.38023154398481,0.00366918041672411
300,NaN,NaN,7.73209246861515,NaN,2.87742352585955,4.96042401843894,0.00320133763040836
350,NaN,NaN,7.80266390183564,1.47410834111303,3.35635053404762,NaN,0.00372243682725436
400,NaN,NaN,8.77809609656373,NaN,NaN,6.38915484674883,NaN
450,NaN,NaN,NaN,NaN,NaN,NaN,0.00318913349142042
