t,epo_level,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs
44,2.5e-09,2.04177310147582,32.7934337701786,10.0911409710863
44,2.5e-09,2.71811099182266,23.8750214780298,11.8613266545646
44,2.5e-09,2.88097556465705,27.286780478203,13.9925435017375
44,2.5e-08,2.1815327227697,43.5790675433534,20.0999597663891
44,2.5e-08,2.77945373804212,49.6403268269168,23.8498014643241
44,2.5e-08,2.91698536752439,35.2930200667629,27.4407277005073
44,1.25e-07,2.35516026245182,55.5927660983871,38.8601378034319
44,1.25e-07,2.44308159800338,52.5726634566046,48.4894047383694
44,1.25e-07,2.59231229621875,45.7627140656074,30.0088842480824
44,2.5e-07,2.05447778790517,45.327866718986,49.9871567105581
44,2.5e-07,2.28182506503292,53.9062563194098,50.6951256024267
44,2.5e-07,2.33709307763521,50.3958179752242,45.7405979357469
44,1.25e-06,1.45961016805361,60.9689480132132,52.7469299572425
44,1.25e-06,1.59937011715777,54.3959971546998,56.6042196616961
44,1.25e-06,2.09009540382858,63.4698247342056,56.1435432610178
44,2.5e-06,0.872215717676185,48.9878017788445,62.400183586938
44,2.5e-06,1.62017036518741,61.6566808694374,58.1264468778024
44,2.5e-06,1.72957156327749,53.9462747641054,58.2515705847907
