t,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs
0,0.238882277612864,29.874852580178,-0.0304266935481634
10,0.0273964153343507,NaN,NaN
15,NaN,39.1854681960289,0.404926566972719
25,0.0408357803736671,24.9976931140278,NaN
30,NaN,NaN,0.370539814541942
35,0.0463459598887722,NaN,NaN
40,NaN,32.9423360223881,NaN
50,0.0502899147057695,NaN,0.238631712559972
55,NaN,31.7255517818357,NaN
65,0.0694180266665997,NaN,0.194843494437381
75,NaN,31.6162709445916,NaN
80,0.0699414643071049,NaN,NaN
85,NaN,NaN,0.176123187649555
95,NaN,37.2362114176557,NaN
100,0.087749098349932,26.1878328962319,0.14255795281826
150,0.0982824424177531,33.3080544407174,0.146732433039675
200,0.0880768231397484,28.7955626830585,0.156930003083811
250,NaN,27.9817387259008,0.145526616995251
