t,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs
0,0.24085214060812,31.5797963500836,-0.0245866284760825
10,0.0379444540576259,NaN,NaN
15,NaN,30.4319898405816,0.372762763632909
25,0.0419849564185044,NaN,0.409405049443744
30,NaN,31.3773881760008,NaN
35,0.0562339905548998,NaN,NaN
40,NaN,NaN,0.309655916398781
45,NaN,27.6552632251196,NaN
50,0.0695252350919792,NaN,NaN
55,NaN,NaN,0.231042620707189
65,0.0677091303022421,29.242113213513,NaN
75,NaN,NaN,0.194268952065074
80,0.0876250417157291,NaN,NaN
85,NaN,33.1690592081163,NaN
90,NaN,NaN,0.16943033155325
100,0.0814599837202771,30.5593659401773,0.153395735790248
150,0.0870549623098935,26.9969509856204,0.17086991283416
200,0.0979290106691157,28.5776021103687,0.145761013147121
250,NaN,29.4913507790156,0.135614699826558
300,NaN,25.2719884652203,NaN
