t,epo_level,Compound_8_Obs,Compound_11_Obs
13,6.6667e-07,5.48656595085242,0.185669788962627
13,6.6667e-07,6.10902902658945,0.220872806272397
13,1.3333e-06,5.61244448290407,0.330783425607826
13,1.3333e-06,6.42390044568696,0.197157465220912
13,2.6667e-06,4.79043667355602,0.376184740425705
13,2.6667e-06,5.9023987897182,0.31260176528131
13,5.3333e-06,5.21429156949929,0.548514525845187
13,5.3333e-06,6.63279888182811,0.597321378504446
13,1.0667e-05,5.63074800548121,0.593469377221934
13,1.0667e-05,6.10583805185492,0.6039197088814
13,2.1333e-05,4.92050294832664,0.741923879679
13,2.1333e-05,5.812354549382,0.706564764031389
13,4.2667e-05,5.29662596178978,0.841662919115267
13,4.2667e-05,6.55488565646288,0.839599741295386
