t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs,Compound_12_Obs
0,1.75087817851791,1.57932144997641,1.53611845314185,1.60615944730845,0.274705952916225,0.00116091430452663
15,1.08895791829881,0.251040184737233,0.219196223634601,NaN,3.95298964307386,NaN
20,NaN,NaN,NaN,16.1771423614192,NaN,NaN
25,NaN,0.273674828002894,NaN,NaN,NaN,0.00492659117810117
30,1.16533518924994,NaN,0.172171807575726,NaN,NaN,NaN
35,NaN,NaN,NaN,NaN,3.25774073645988,NaN
40,NaN,0.252637986777608,NaN,13.5359539746429,NaN,NaN
45,0.958537580386447,NaN,0.306484755846317,NaN,NaN,NaN
50,NaN,NaN,NaN,NaN,NaN,0.00537209347107605
55,NaN,NaN,NaN,NaN,2.48771798024681,NaN
60,NaN,0.455305295150331,NaN,13.1679245901176,NaN,NaN
65,0.921803879706451,NaN,0.416526794412221,NaN,NaN,NaN
75,NaN,0.518778209562093,NaN,NaN,2.27421508035275,0.00430836103915375
80,NaN,NaN,NaN,13.0886831160353,NaN,NaN
85,1.10816837149114,NaN,0.392133124073873,NaN,NaN,NaN
95,NaN,0.72610079589965,NaN,NaN,NaN,NaN
100,0.850601223952432,0.59492616010786,0.387169592126317,11.9094045344065,1.97447070820778,0.00462513876153405
150,1.01586166649242,0.71401772309241,0.533005745931593,8.62465944340836,1.86850591408106,0.00401789899439352
200,0.873860279059782,0.718434686018875,0.465660967476104,8.98369108662682,1.62715100971424,0.00370830497909702
250,0.823812262906099,0.907962759479837,0.654445115603976,8.86322144984391,1.87810511979999,0.00311573215000151
300,NaN,NaN,0.579592909952877,8.91311550086108,1.57100472121104,NaN
350,NaN,NaN,NaN,9.69005762343818,1.30082947026181,0.00281136298478821
400,NaN,NaN,NaN,NaN,NaN,0.0034092438957266
