t,Compound_3_Obs,Compound_5_Obs,Compound_6_Obs
0,2.67062243540712,30.9766013818752,0.047158712442549
4.5,NaN,NaN,80.6879258638739
5,0.180717470886723,NaN,NaN
9,NaN,41.6422493422813,92.1095918202282
10,1.14629939334982,NaN,NaN
15,1.44406333627504,NaN,78.3744537219799
20,1.30909922483794,62.3703985630853,70.2172024660675
25,NaN,53.5902447886618,74.0007372233703
30,1.53499367908347,NaN,58.3319891223626
35,1.2444730741274,56.3686756781975,62.2097611790289
45,1.79205702385254,NaN,57.0833217051907
50,NaN,56.5623223373118,47.255782460519
55,2.1968155334856,NaN,NaN
60,NaN,53.6583431343351,46.4975094283658
65,2.13611224416812,NaN,NaN
75,1.89659561166932,40.6849181263245,37.3512047825238
85,NaN,NaN,31.5142705188723
90,2.25985115986894,48.7419970894385,NaN
100,1.82873677645022,49.5493792576043,21.6188374782998
150,NaN,51.3206369867679,NaN
200,NaN,35.7634167206031,NaN
