t,epo_level,SOCS3nRNA4_Obs
13,2.5e-09,1.55432818252021e-05
13,7.905e-09,6.9319661378542e-05
13,7.905e-09,7.35547375976074e-05
13,7.905e-09,8.78020998940609e-05
13,1.25e-08,0.000136340033511328
13,1.75e-08,0.000254707318654244
13,2.5e-08,0.000291210984905459
13,2.5e-08,0.000308134790865709
13,2.5e-08,0.000318057651712315
13,3.95e-08,0.000436172670711373
13,7.9e-08,0.000561756539746436
13,1.25e-07,0.00078968302871399
13,1.7675e-07,0.000794026038672136
13,1.7675e-07,0.00095327223610385
13,1.7675e-07,0.00103858886694687
13,2.5e-07,0.000735271394072816
13,2.5e-07,0.00110713965039571
13,2.5e-07,0.00116492389761131
13,7.905e-07,0.000879887241620999
13,2.5e-06,0.00117952589005043
