t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,1.20681998835899,0.845786553229735,1.22593379055207
30,0.87236595816014,1.59607397405404,1.03409256379866
60,0.433794272468187,1.4721019447977,0.877215709841771
90,NaN,1.5106851426316,NaN
95,0.428168564679615,NaN,0.664886209715341
100,NaN,2.03489917205938,NaN
150,0.357522524110215,1.33598094214338,0.301484910892682
200,0.246263445825876,1.32045327054887,0.103284279080735
250,NaN,1.63694180970624,NaN
300,0.141560976459102,1.97152136708425,0.210504629112234
350,0.140855854826874,NaN,0.0672479691095618
400,NaN,1.99357276332133,NaN
450,0.0455816929770439,2.58859792651116,0.166783658209809
550,0.229097329216777,NaN,NaN
600,NaN,1.77161872619411,NaN
