t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,0.963475495973592,0.422606835086917,1.04643405912165
20,NaN,NaN,0.999324927451619
25,0.373613583733599,0.677823602803033,NaN
45,NaN,0.171256331474307,0.90475317555569
50,0.754718226776458,NaN,NaN
70,NaN,0.431683888999257,0.802154404056484
75,0.722057350530933,NaN,NaN
90,NaN,NaN,0.462956505334393
95,NaN,0.920311113746231,NaN
100,0.966396214108571,0.143623077052439,0.531018363243367
150,0.520867761742034,0.870545052210049,0.923836272118039
200,0.793172928119955,0.80217596452429,1.04629575633579
250,0.645941554701462,0.553463134296124,0.581091747964467
300,0.393431061483465,0.420853979908718,0.451840790769573
350,NaN,0.801786316132009,0.436818717429633
400,0.658171501632482,1.25919483435597,0.372168595450213
450,0.789026324967305,NaN,NaN
500,NaN,0.645197384231161,0.64067339882198
550,0.401241786979531,1.18506794523188,NaN
