t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,1.40043456293319,1.09295760288534,1.39887661154189
25,1.73224562095895,1.97763023135086,2.47433855431605
50,NaN,1.22956821529626,1.06421940187043
55,0.793584636138042,NaN,NaN
75,NaN,1.51658414615566,1.32601126028856
80,1.71548357186623,NaN,NaN
100,1.1156051225182,1.68569107745392,1.29236357084159
150,2.55160245053322,2.04767201959477,1.16578392734361
200,1.7157587856049,1.59303210571383,1.68528714827687
250,1.33952039452026,1.07482643409753,0.667296481491238
300,1.64681099073189,1.94051905034246,1.49270512297939
350,2.25202340861616,1.68912460190918,1.3274080103514
450,2.02764232296897,2.3701428091809,1.57279497312199
550,3.08119842618206,1.97758945128158,2.83873469444983
