t,Reelin_input,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
22,0,1.06390987106254,0.816688490224472,0.964313931726847
22,0.00012207,1.26132614675148,0.583717884898721,0.769674833379493
22,0.00024414,0.907691196287294,1.06408195020494,0.980102774645952
22,0.00048828,1.13894488016109,1.34884374485211,0.999009844963257
22,0.00097656,0.735674424787138,1.22057520825054,1.10916925747117
22,0.0019531,1.11541967783093,1.26493656231105,0.909629393939001
22,0.0039062,0.516742621647518,0.562076933017996,0.76908977287026
22,0.0078125,0.299238394433387,0.652578290610255,0.901510684600159
22,0.015625,0.68067332986128,0.263382733435295,0.403240000071783
22,0.03125,0.40748647062933,0.414579012190719,-0.0698664186900582
22,0.125,0.00118965271201225,-0.136679606801513,0.297087090619924
22,0.25,0.00650989717000017,-0.123598127067403,0.573618120851019
22,0.5,-0.00315169715940034,0.143325517680724,0.0421853087509632
22,1,-0.240905688174302,0.21668960966616,0.146461183478435
