timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0945607322556857,9.4413894566021,-0.0236665898134524,0.0103409102864569
150,NaN,10.294366165865,NaN,NaN
250,0.013572473796864,NaN,NaN,NaN
350,NaN,9.08328045875703,NaN,NaN
400,NaN,NaN,1.00314269568033,NaN
450,NaN,NaN,NaN,0.045770557723391
500,0.0447647293962185,NaN,NaN,NaN
550,NaN,9.42495963523281,NaN,NaN
750,0.0838514390964022,9.57665315028261,NaN,NaN
800,NaN,NaN,0.974675575846168,NaN
900,NaN,NaN,NaN,0.0100214521524275
950,NaN,7.83455526287943,NaN,NaN
1000,0.0529480812529751,7.63840928741765,2.07936405657721,NaN
1500,0.249091829574048,4.32439796856533,6.27629005188077,0.206440777044099
2000,0.392414077558466,0.597704885906149,7.49044782703373,0.445632316503606
2500,0.421966798108735,1.42747676175964,7.25827069989343,0.497105612316574
3000,0.40741243344166,-0.744587245994949,NaN,0.364515045894959
3500,0.459565424426908,-0.934226701487353,4.85085737909707,NaN
4000,0.39543458229266,NaN,4.20704485309941,0.281255525522019
4500,0.381371270864696,NaN,NaN,NaN
5000,NaN,NaN,3.42928207447793,0.102550410598939
6000,NaN,NaN,3.29284468158721,0.102616840743849
7000,NaN,NaN,4.16562490076405,0.0493635241165158
8500,NaN,NaN,2.82244576091738,0.0906769441041549
