timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.0391253183089281,10.2313112057846,-0.121758180916148,-0.0706854076657504
300,NaN,9.57994852138588,NaN,NaN
350,0.0501484335868477,NaN,NaN,NaN
400,NaN,NaN,-0.0819174536891542,0.0415926696987388
650,-0.00334678125356308,8.89699604880357,NaN,NaN
800,NaN,NaN,-0.0100475801020701,-0.0563459826133735
1000,0.0766616977194209,9.29501968244991,0.147043197626027,0.00499864984183958
1500,0.0451346796505065,9.02947286684046,0.462747750811946,0.00585247283611696
2000,0.124384502082172,9.89852324556981,0.694113864513637,NaN
2500,0.148666850017991,9.1054649108148,NaN,0.377362588520367
3000,0.268438369855896,6.14819580132973,1.44100646181413,0.604461563653158
3500,0.525728176759597,5.18132061211173,1.66267813319339,0.923310303365887
4000,NaN,NaN,1.69162139953321,NaN
4500,0.869404305893256,2.67962400854707,NaN,0.885459574055577
5000,NaN,NaN,1.19914452559162,NaN
5500,0.989747811691103,0.139441552825705,NaN,0.395386619727125
6000,NaN,NaN,0.835834569024821,NaN
6500,NaN,NaN,NaN,0.111548733188171
7000,NaN,NaN,0.378388224771937,NaN
8500,NaN,NaN,0.198733175194723,NaN
