timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0818821642110905,10.6725409927075,0.0762231709282314,0.0267674371222298
200,0.112220211398116,NaN,NaN,NaN
300,NaN,10.1158402870932,NaN,NaN
400,0.188215589941169,NaN,-0.150860453636879,NaN
550,NaN,NaN,NaN,0.106730301702432
600,0.0427255748917425,NaN,NaN,NaN
650,NaN,9.68694527829128,NaN,NaN
800,NaN,NaN,0.680681779400575,NaN
850,0.194547268898205,NaN,NaN,NaN
950,NaN,9.29118001239665,NaN,NaN
1000,0.267191118460688,NaN,0.780605766213702,0.182378059316057
1500,0.754370717010714,5.92834908580717,2.06372894400564,1.12629126868254
2000,0.926109730860906,2.25328262486291,1.88362429520812,NaN
2500,0.952321841155683,0.745544475230718,NaN,1.08021792822059
3000,1.02985258539512,NaN,1.01002447731928,0.71329481095977
3500,NaN,0.00915485230215968,0.870354287915292,NaN
4000,1.06871208192939,0.482539554225467,NaN,0.160014863394789
4500,NaN,NaN,0.440305814973415,NaN
5000,NaN,-1.30935672413705,NaN,0.123989273973441
5500,NaN,NaN,0.394303481756081,NaN
6000,NaN,-0.0308015959874616,NaN,NaN
6500,NaN,NaN,NaN,-0.0197239432511143
7000,NaN,NaN,0.345835181960457,NaN
8000,NaN,NaN,NaN,0.0916677819460568
