timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.0260566573390778,9.62512507068151,0.88003150387139,-4.13864022861774e-05
35,NaN,-0.0610277621503924,NaN,NaN
70,NaN,-0.00644570279571931,NaN,NaN
100,NaN,0.0567007217173336,NaN,NaN
150,NaN,-0.146437893766389,NaN,NaN
200,NaN,-0.372471292352889,NaN,NaN
250,NaN,-0.108068317576915,NaN,NaN
300,NaN,NaN,9.57054387608114,NaN
350,-0.0301349091037584,-0.0884088696373461,NaN,NaN
400,NaN,-0.103802772362777,NaN,0.00291615384166554
600,NaN,NaN,11.1743279640256,NaN
750,0.0644698362931429,NaN,NaN,NaN
850,NaN,NaN,NaN,0.00222993765393692
900,NaN,NaN,7.19666093789201,NaN
1000,-0.122037635938528,NaN,NaN,NaN
1500,0.12267027082761,NaN,8.96681661382045,0.0026000236272333
2000,0.392311193397427,NaN,8.44889881086845,0.0018256671448062
2500,0.735364145573667,NaN,8.62067992233512,0.00222130645378285
3000,0.852392748027233,NaN,10.149124192191,0.00213213919311254
3500,NaN,NaN,7.7037047190696,0.00211436748404272
4000,0.91097213378771,NaN,NaN,NaN
4500,NaN,NaN,5.90781459317415,0.00130554920720064
5000,0.945932877230188,NaN,9.59228641729392,NaN
5500,NaN,NaN,NaN,0.00172371429305031
6000,0.999730701629342,NaN,6.55171000660572,NaN
6500,NaN,NaN,NaN,0.00132715058455547
7000,0.984452705623653,NaN,NaN,NaN
7500,NaN,NaN,6.60080596692969,0.000979114999922428
8500,0.810548882244024,NaN,NaN,NaN
