timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.0133597381756524,11.8324558027929,-0.000818213669169797,0.0592832433519952
300,-0.068582093595927,11.4486905871222,NaN,0.0563747877709391
400,NaN,NaN,0.0701894427599601,NaN
600,-0.00255903255803958,NaN,NaN,NaN
650,NaN,10.5476422314565,NaN,-0.0344031519717531
850,NaN,NaN,0.199587794369182,NaN
950,0.00109761445516702,NaN,NaN,-0.0156366460145174
1000,NaN,10.4787123514668,NaN,NaN
1500,0.00418266275038197,9.44111462316723,0.698954834259848,0.0680119279467871
2000,0.165980554825833,8.91535277964926,NaN,0.141356705369589
2500,0.292986332951151,6.17858780795866,1.2740314727432,0.479386677389954
3000,0.478728337061474,3.99836181999985,1.63264761586181,0.705030424024608
3500,NaN,NaN,1.54328876854566,1.02223061070545
4000,0.80670550889668,2.34284289230233,NaN,NaN
4500,0.75392446521037,NaN,1.40267856937829,0.828267319236294
5000,NaN,-1.59098126101079,1.00012920046967,0.499581027007269
5500,0.966182517432109,NaN,NaN,NaN
6000,NaN,NaN,0.772838724043646,0.15033675243589
7500,NaN,NaN,0.221097222032448,NaN
