timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.147309644256917,9.97426976767216,0.803001399687324,3.48447253507897e-05
40,NaN,-0.129417049592303,NaN,NaN
85,NaN,0.0508894814355839,NaN,NaN
150,NaN,-0.289857602746725,NaN,NaN
200,NaN,-0.0726861105985613,NaN,NaN
250,NaN,0.161998697325867,NaN,NaN
300,NaN,0.095196148712008,11.7846813553431,NaN
350,0.306252449048418,NaN,NaN,NaN
400,NaN,0.207758254981276,NaN,0.00221428514311519
450,NaN,0.140602064000814,NaN,NaN
600,NaN,NaN,10.801836779123,NaN
700,0.849784637607397,NaN,NaN,NaN
850,NaN,NaN,NaN,0.00253649624875688
900,NaN,NaN,8.13769127493396,NaN
1000,1.42900714889512,NaN,11.9244875058194,NaN
1500,1.74463985207102,NaN,7.7835889711694,0.00238317807547062
2000,1.47039904058855,NaN,10.5811507962713,0.00226114748721973
2500,1.51308698115253,NaN,9.54011137452937,NaN
3000,1.41097725470567,NaN,7.62420985625296,0.00195867879117708
3500,NaN,NaN,6.79338402327445,0.00193243259560289
4000,1.29635028137584,NaN,7.41145701520431,0.00166355935978871
4500,1.25803089656987,NaN,NaN,NaN
5000,NaN,NaN,8.68408974304966,0.00105042266664081
5500,NaN,NaN,5.38374832324999,NaN
6000,1.74164505468663,NaN,NaN,0.00158706722323069
6500,NaN,NaN,6.59455625495578,NaN
7000,1.35079155504047,NaN,NaN,0.00120626850060406
8000,NaN,NaN,6.613382173829,0.00131850362864667
8500,1.61600437959407,NaN,NaN,NaN
