timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0373974032473662,10.5148148904339,0.0438682117616987,0.0530070077776824
250,-0.0178314574963491,NaN,NaN,NaN
400,NaN,NaN,-0.0975138286560615,0.0890054215282551
450,-0.0138289791306525,NaN,NaN,NaN
500,NaN,10.2552485863067,NaN,NaN
700,0.0196306890800885,NaN,NaN,NaN
850,NaN,NaN,0.242425404689365,-0.00416343557670844
950,0.102865540350564,NaN,NaN,NaN
1000,0.110423379838293,9.0370754235888,NaN,NaN
1500,0.222955715086644,8.28940327910313,1.02270525409878,0.238813780080596
2000,0.469897900046915,6.41183839856542,1.85519702245602,0.701373897415927
2500,0.551447064307206,NaN,NaN,1.02195273182422
3000,0.447536795187782,2.69660163645107,1.62939313971457,1.01965913167022
3500,0.583583146751975,2.01449047088545,1.34421731025685,0.739818083761462
4000,0.55129698804628,NaN,1.0620311503517,0.563829879593215
4500,NaN,0.51511908739107,NaN,NaN
5000,NaN,NaN,0.628655368582998,0.247764734589468
5500,NaN,-0.569769084797287,NaN,NaN
6000,NaN,NaN,0.592915262064446,0.113800885286511
7000,NaN,0.663199306017264,0.373381965260985,0.0964807543581078
8500,NaN,-0.33614320506738,0.274394153042777,-0.0130857564234666
