timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.022835962149635,9.7020996241829,-0.0483562718498032,-0.000179513586348226
35,NaN,0.0487375872370665,NaN,NaN
75,NaN,0.113644460055559,NaN,NaN
100,NaN,-0.0614060694825709,NaN,NaN
150,NaN,-0.0900755366716629,NaN,NaN
200,0.0312628977316253,0.137539659673112,NaN,NaN
250,NaN,-0.277625504399625,9.4560084974043,NaN
350,NaN,-0.0637614954991407,NaN,NaN
400,0.0133065166626973,0.178822462689807,NaN,NaN
450,NaN,NaN,NaN,0.00240718393171452
550,NaN,NaN,8.76804742174124,NaN
600,0.0183830958090442,NaN,NaN,NaN
850,0.0669818729336474,NaN,9.28388028498307,NaN
950,NaN,NaN,NaN,0.00263066241727685
1000,0.0847505697967548,NaN,8.00995391912068,NaN
1500,0.232303763325317,NaN,8.7900177156541,0.00208817128996564
2000,0.360327765439347,NaN,8.65254578893715,0.0020294399935884
2500,NaN,NaN,8.96334349134471,0.00254191264068941
3000,NaN,NaN,6.46927767730717,0.00208202897997724
3500,NaN,NaN,7.12577588242201,NaN
4000,NaN,NaN,NaN,0.00163362472541797
4500,NaN,NaN,8.58458291434153,NaN
5000,NaN,NaN,8.58290914141077,0.00106622496005206
6000,NaN,NaN,7.09167860763382,0.00136626662952771
7000,NaN,NaN,8.27346408919652,0.00130172238961716
8500,NaN,NaN,NaN,0.000898632773545243
