timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.00918099705375085,9.90797577990344,-0.223403643925198,-0.0135495078582761
150,0.0514638557283734,NaN,NaN,NaN
350,0.0121664761527093,NaN,NaN,NaN
400,NaN,NaN,0.122781183048334,-0.0260379187445002
450,NaN,10.6618639651912,NaN,NaN
500,0.0500016951142815,NaN,NaN,NaN
700,0.052808966872722,NaN,NaN,NaN
800,NaN,NaN,NaN,0.0537226367289495
850,NaN,NaN,0.728265759793235,NaN
900,0.166968230879533,NaN,NaN,NaN
950,NaN,8.65465985386569,NaN,NaN
1000,0.262687300341043,NaN,NaN,0.103626553579566
1500,0.438556785559784,6.94198471661873,2.03181391356686,0.932376099448258
2000,0.592909879347657,3.0308908123264,1.94793299655339,1.41110626007936
2500,0.666118165859969,2.43436491405129,1.4743613081544,1.04791532161214
3000,0.694222121137736,NaN,1.4090397110321,NaN
3500,0.612786274966728,1.74059711634561,1.06330126881073,0.45247924668035
4000,NaN,NaN,NaN,0.27287583571759
4500,NaN,0.768886868661155,0.69139298710687,NaN
5000,NaN,NaN,NaN,0.166019508453222
5500,NaN,0.912840659865093,0.472197255621326,NaN
6000,NaN,NaN,NaN,0.0165096598504625
6500,NaN,NaN,0.4061725437985,NaN
7000,NaN,-0.175556518741448,NaN,NaN
7500,NaN,NaN,NaN,-0.0393999935379617
8000,NaN,NaN,0.419261352059767,NaN
8500,NaN,0.925568234054338,NaN,NaN
