timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0345610580100211,11.2297706561104,0.0720848739556828,-0.0147173094916459
150,NaN,9.81561204867385,NaN,NaN
200,0.00609174460296932,NaN,NaN,NaN
350,NaN,7.39581513825245,0.826438629246204,NaN
450,0.0373886868055302,NaN,NaN,-0.00500859602996374
500,NaN,9.23624273117748,NaN,NaN
650,0.0915006566296573,NaN,NaN,NaN
700,NaN,8.86049044993494,2.18315080317764,NaN
900,0.0775553377112447,7.11690596385762,NaN,-0.00551458081890377
1000,0.126003915696541,8.42986764451775,2.16235963791509,NaN
1500,0.212356224825785,4.01020260752467,5.99792834982722,0.231528089353832
2000,0.300045150324025,2.2258663055605,7.05788715301506,0.417958005878815
2500,0.357328121158435,0.178083588460619,6.94400188024201,0.466478186534685
3000,NaN,-0.359034284948194,6.55223612436326,0.394222931897325
3500,0.372874210880029,1.57948886331226,5.363143493667,NaN
4000,0.3571930112123,NaN,NaN,0.195707168975337
4500,NaN,NaN,4.55211637099162,NaN
5000,NaN,NaN,4.02398397105419,0.169770929624213
6000,NaN,NaN,3.32409459235141,0.100840660896824
7000,NaN,NaN,NaN,0.0912515570003266
7500,NaN,NaN,1.97278450821587,NaN
8500,NaN,NaN,2.13461437566723,0.0449757725393237
