timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.00101920968372941,8.6986356303813,0.486280929844633,-0.0122580873980077
200,NaN,10.1330922447239,NaN,NaN
350,0.0593944929510622,NaN,0.530062313107734,NaN
450,NaN,8.3331821258849,NaN,0.00802653153817583
700,0.00942598928519734,8.79098092820986,0.720200754157649,NaN
900,NaN,NaN,NaN,-0.00650282950734364
950,NaN,7.91232414845721,NaN,NaN
1000,0.0112265050754981,7.85576550481345,1.9998429075888,NaN
1500,-0.0268493782450994,6.02926404384272,3.55058156216435,0.0884259271968615
2000,0.19457033353312,2.58785988092565,6.34880011487121,0.288590872624852
2500,0.285062889488492,0.858168239359957,7.23777544820865,0.449100877835945
3000,0.531394666871441,0.0918915878180848,7.04068031192749,0.44150645722257
3500,NaN,-0.092401152654362,6.32511195080804,NaN
4000,0.710408730731716,NaN,5.08050511549181,0.228290093909619
4500,0.733960041266408,-0.490437172444444,NaN,NaN
5000,NaN,NaN,5.16436101947766,0.153620870406787
6000,0.721449663404255,NaN,3.94662964572425,0.0823424560758424
7000,0.714145354168483,NaN,1.78227763951243,0.119381585653009
8500,0.800035153129812,NaN,1.63234828041535,0.0300055869014775
