timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0886215622351275,10.3193915199029,0.878653617518375,0.00131302519078706
350,NaN,NaN,NaN,0.00844684400425082
400,0.058413584296929,NaN,0.66547963257822,NaN
450,NaN,9.73855115197376,NaN,NaN
700,NaN,NaN,NaN,-0.0170949420940843
800,0.0215685140541522,NaN,-0.542652328822724,NaN
950,NaN,8.87333022310214,NaN,NaN
1000,0.15187931424232,NaN,1.26040346722971,0.0373646627507519
1500,0.330301223106985,6.25490652104084,4.50494656470546,0.112856491552157
2000,0.289288509424412,2.79724076110119,6.97295853617708,0.302165506414469
2500,0.321701402954112,2.22390277898965,7.16204524994577,0.368418979585566
3000,NaN,NaN,NaN,0.299809072321066
3500,0.371616121907174,-0.00861967769432531,5.90448488464743,0.266186836561804
4000,0.314661951316778,NaN,6.04019489376306,NaN
4500,NaN,-0.871852902771278,NaN,0.179777437068261
5000,0.351549995797495,NaN,4.41958339350978,NaN
5500,NaN,-0.161206416365799,NaN,0.0948257505057715
6000,0.301406451819124,NaN,4.07741966884522,NaN
6500,NaN,NaN,NaN,0.141609669828589
7000,0.333903506624973,0.161437073317523,3.65502058476341,NaN
8500,0.366270943134962,-0.382875153840962,2.79770580188343,NaN
