timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.0318707836364684,10.4461535242848,2.42153679600774,0.00016792312423215
30,NaN,-0.058455608928904,NaN,NaN
65,NaN,0.0730998849909724,NaN,NaN
100,NaN,0.0672077219377699,NaN,NaN
150,-0.0505708786599773,0.00314390824971713,NaN,NaN
200,NaN,0.0641719885006287,NaN,NaN
250,0.100134504441426,0.189415596992907,NaN,NaN
300,NaN,-0.162906558739652,7.7574603576849,NaN
350,NaN,0.0901334220975498,NaN,NaN
400,0.0151639907701315,NaN,NaN,NaN
450,NaN,NaN,NaN,0.00246299961774719
550,0.131912711974644,NaN,NaN,NaN
600,NaN,NaN,10.8217850306067,NaN
700,0.249951176577698,NaN,NaN,NaN
850,NaN,NaN,NaN,0.0021117374485824
900,0.297203211086854,NaN,7.86617262332064,NaN
1000,0.46748661220315,NaN,NaN,NaN
1500,0.785963576078915,NaN,7.19556474930301,0.0022112144366123
2000,0.838881967331176,NaN,9.02790327661994,0.00216665222475854
2500,0.910499047376214,NaN,9.69397800966812,0.0017838897031194
3000,NaN,NaN,8.63558299183125,0.00168857614408908
3500,NaN,NaN,6.85673938654953,0.0017474219263545
4000,NaN,NaN,6.75356230532673,NaN
4500,NaN,NaN,8.01678725093691,0.0017247817643081
5000,NaN,NaN,NaN,0.00164874155587261
5500,NaN,NaN,9.12826352997149,NaN
6000,NaN,NaN,5.48503144887728,0.00157235924316212
7000,NaN,NaN,7.81106958538934,NaN
7500,NaN,NaN,NaN,0.000997135732456949
8500,NaN,NaN,5.83788883023411,0.001622714326424
