timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.0542975493828486,10.1687457485648,0.00662102722132685,0.0114567545173748
350,-0.012695629419786,9.25877316717151,NaN,NaN
400,NaN,NaN,NaN,-0.056102715309912
450,NaN,NaN,0.0887641217373878,NaN
650,NaN,9.71739932660939,NaN,NaN
750,0.0269806697256653,NaN,NaN,NaN
800,NaN,NaN,NaN,-0.00170939105329068
900,NaN,NaN,0.105283372084861,NaN
1000,0.0442842854115846,9.76507881887495,NaN,-0.0370264523947507
1500,0.0916279237493222,9.06352007689895,0.166367329340657,-0.00464675269607483
2000,0.0251720810147549,10.2574705856207,0.532573630778711,0.102786113104394
2500,0.151927663856703,9.41648858301291,0.828614625759199,0.210958367302484
3000,NaN,8.58079877656691,1.0078773363183,NaN
3500,0.261185916332774,6.88757328566941,NaN,0.520873008760854
4000,0.374673289598003,7.57266236441003,1.38830765204124,0.651776226041338
4500,NaN,NaN,1.46965905669003,NaN
5000,0.654595392709821,1.98375385576287,NaN,0.730961514802767
6000,0.764814881520605,1.53332300577674,1.05277628127939,0.403275622378487
7000,NaN,NaN,0.481805075256494,0.280827309835257
8500,NaN,NaN,0.412519056864993,NaN
