timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,0.0227352013385713,0.0651428287745158,8.64221668010698,0.00172084629884947
350,NaN,NaN,5.23898131623907,NaN
400,NaN,NaN,NaN,0.166255750471026
450,0.207483203692229,0.127159820691457,NaN,NaN
750,NaN,NaN,13.2461399841464,NaN
800,NaN,NaN,NaN,1.64251061270669
900,0.390232355165347,0.598665641599476,NaN,NaN
1000,NaN,NaN,7.31707896477795,0.947235413673099
1500,2.11221774308325,0.49362197418495,5.34515700867351,1.71249681132092
2000,2.28738887901987,0.712747832458845,5.81881048623411,2.02662014791793
2500,1.2480866398257,2.1372736773215,2.05408193630872,1.4151024933211
3000,1.0055213477342,1.83849136509758,NaN,NaN
3500,NaN,NaN,2.54560005041681,1.33482484005316
4000,0.882754640539036,0.835219139842527,0.664096324257639,0.597957594213175
4500,0.82654242097348,NaN,NaN,NaN
5000,NaN,1.145520189638,0.30680517331507,0.44165679283771
6000,0.664046777630986,0.804371518227643,NaN,0.240889682746873
6500,NaN,NaN,0.0694107964870819,NaN
7000,1.00868078097889,0.901760100568955,NaN,0.172297544093524
8500,1.3158030380382,0.592789426160654,NaN,0.124150373213417
