timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,0.0372084275953219,0.0490633987376246,5.63955722882567,0.00748399231204899
35,NaN,NaN,0.00949392624709989,NaN
70,NaN,NaN,0.0157881795847154,NaN
100,NaN,NaN,0.0128335878112161,NaN
150,NaN,NaN,0.0120777141788141,NaN
200,NaN,NaN,0.0045599995871214,NaN
250,NaN,NaN,0.0161405983496393,NaN
300,5.85748258732251,0.0587052241622327,0.0147633033749912,NaN
350,NaN,NaN,NaN,4.66915350568558
400,NaN,NaN,0.00777715105665766,NaN
450,NaN,NaN,0.0155046567144874,NaN
550,NaN,0.0563888946453236,NaN,NaN
600,12.768508487757,NaN,NaN,NaN
700,NaN,NaN,NaN,4.11758338546651
900,4.58221520523051,0.382236909841099,NaN,NaN
1000,14.1636668794887,0.626559750069877,NaN,7.40716256110225
1500,7.80478950368227,0.638123042043848,NaN,6.48851471744143
2000,5.65785313175401,0.477570962126299,NaN,6.09468202690339
2500,13.7372628399043,0.730237905771446,NaN,15.5156951817659
3000,6.97611293013343,0.439567556634054,NaN,9.16402024735141
3500,9.57861925139332,NaN,NaN,13.4768707023864
4000,8.1383428756361,0.652993363923814,NaN,6.66541007157534
4500,3.99076090617298,0.862047938162196,NaN,NaN
5000,NaN,NaN,NaN,5.06140139480966
5500,5.92059764650077,NaN,NaN,NaN
6000,NaN,NaN,NaN,5.67170368631867
6500,10.9797541031474,NaN,NaN,NaN
7000,NaN,NaN,NaN,6.37211841800904
7500,6.42974221233198,NaN,NaN,NaN
8500,6.38594872381563,NaN,NaN,6.40747253110452
