timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,0.0447844454462539,0.0151865200351008,6.03625242651045,0.00883108468058976
45,NaN,NaN,0.0113168764215776,NaN
90,NaN,NaN,0.0127631310359417,NaN
150,NaN,NaN,0.00525020302242372,NaN
200,NaN,NaN,0.0236291716182538,NaN
250,NaN,0.191668801069807,0.0149184525747976,NaN
300,10.0666218745977,NaN,0.0112252453646746,12.9859104325493
400,NaN,NaN,0.014619670762477,NaN
450,NaN,0.650131947000405,NaN,NaN
500,NaN,NaN,0.0106737188535286,NaN
600,NaN,NaN,NaN,10.2992351138754
650,7.5436731275748,NaN,NaN,NaN
750,NaN,0.879153293618769,NaN,NaN
950,NaN,NaN,NaN,16.0092534394058
1000,8.03789826655236,0.436650955831328,NaN,NaN
1500,5.19191353098323,0.562212209226219,NaN,25.2043019315425
2000,6.32476271205938,0.770411348323946,NaN,5.55598308112661
2500,10.6991222255722,1.11688181877333,NaN,10.1928743440722
3000,9.95654096042468,0.524995636081903,NaN,8.38918783237346
3500,10.1411454352186,NaN,NaN,11.7394176197923
4500,13.1440957087874,NaN,NaN,9.69399987749655
5000,9.75139249818484,NaN,NaN,9.30739673108336
6000,3.70637656725693,NaN,NaN,9.01721756700458
7000,NaN,NaN,NaN,4.4664969036181
7500,17.5011874790893,NaN,NaN,NaN
8000,NaN,NaN,NaN,7.53362148829762
8500,4.53367306500483,NaN,NaN,NaN
