timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,0.051022686079595,0.012175516378277,14.6958698926215,0.0152079120132837
35,NaN,NaN,0.0134286989972392,NaN
70,NaN,NaN,0.00604141568748291,NaN
100,NaN,NaN,0.0196254073291407,NaN
150,NaN,NaN,0.00944730972707402,NaN
200,NaN,0.0592880436004271,0.00663055530667412,NaN
250,NaN,NaN,0.0117976387031175,NaN
300,7.04632356609362,NaN,NaN,NaN
350,NaN,NaN,0.0115145360577026,10.0459058413784
400,NaN,NaN,0.00675395141687265,NaN
450,NaN,0.217228802829143,NaN,NaN
600,11.0237381808253,NaN,NaN,NaN
700,NaN,1.06396130455975,NaN,8.06805372631004
900,9.13000094588822,NaN,NaN,NaN
950,NaN,1.19929896122591,NaN,NaN
1000,11.0159416934913,NaN,NaN,6.22772333732403
1500,10.0623422493421,0.974064083200634,NaN,8.13983350419349
2000,12.5676637812772,1.73658775155401,NaN,7.63975394460511
2500,10.9948179552564,0.98420366751749,NaN,11.5399102675153
3000,17.7063152737433,0.860977994811531,NaN,6.00496687007723
3500,9.839242825728,NaN,NaN,7.25968795699914
4000,11.1259520975733,NaN,NaN,5.75389721015617
4500,7.329664624557,NaN,NaN,NaN
5000,NaN,NaN,NaN,5.03077947738685
5500,10.7932581015096,NaN,NaN,NaN
6000,NaN,NaN,NaN,6.95826381112036
6500,10.7039283195937,NaN,NaN,NaN
7000,NaN,NaN,NaN,10.4952258445686
7500,13.3496467432312,NaN,NaN,NaN
8500,8.67872913646513,NaN,NaN,6.89252245843861
