timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,0.0797069409665008,0.0201481807130603,25.5920914281261,0.0122922527999641
200,NaN,NaN,6.00815251175323,NaN
300,NaN,0.0403632956254532,NaN,NaN
350,NaN,NaN,NaN,1.14407862800942
400,NaN,NaN,11.5674345100922,NaN
450,0.687209116580791,NaN,NaN,NaN
600,NaN,0.0249567030048385,NaN,NaN
650,NaN,NaN,7.774490887425,NaN
750,NaN,NaN,NaN,1.24818067168458
900,2.93481558366923,0.133023534016939,13.1640530107526,NaN
1000,NaN,NaN,4.41341902312935,5.56763348118243
1500,8.28209613005882,0.63244328980319,0.551987327195156,8.25160448258531
2000,7.27327010032809,1.12024509677628,0.143162348209033,12.2957679127761
2500,3.84208614607349,0.599316859350544,0.163543591381138,8.24042389780016
3000,6.39145654465143,NaN,NaN,5.51424029148884
3500,NaN,0.442704441368327,NaN,5.75304504932688
4000,5.65561493661317,0.815687062990441,NaN,NaN
4500,NaN,NaN,NaN,3.23588906294212
5000,4.36848120821271,0.389215147771395,NaN,5.33538737802218
6000,4.58143262087267,NaN,NaN,2.32970417585746
7000,6.03310295437836,NaN,NaN,NaN
7500,NaN,NaN,NaN,2.69534283987725
8500,3.40983829393053,NaN,NaN,5.2563992862185
