timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,0.0340798693081767,0.0352779109050335,16.375371576677,0.018467057840516
350,NaN,0.368057654995111,4.8534287550739,2.77101656782393
450,6.56734377487372,NaN,NaN,NaN
700,NaN,NaN,1.52083626508742,9.275963081676
750,NaN,1.75335316382514,NaN,NaN
850,12.7382417197286,NaN,NaN,NaN
1000,NaN,3.24796626845138,1.31695007564142,16.4188925769682
1500,5.86892246075194,2.29393844261592,1.01293597975318,6.49459031890803
2000,7.99930137564582,1.69888365180674,1.00043479081737,7.1094158117812
2500,2.76560699211305,1.41086106309959,0.410878732808299,3.75970231744136
3000,1.83276960336104,1.24140251406998,1.03566608605869,1.80276967453245
3500,NaN,NaN,0.230687966355066,2.08351217041694
4000,3.04458887127894,0.706259470108354,NaN,NaN
4500,NaN,NaN,0.135124537021318,2.12253580383096
5000,1.15045193779403,0.53531419513531,NaN,NaN
5500,NaN,NaN,0.371102765354185,1.27267172403
6000,2.13802220925871,0.506832097520961,NaN,NaN
6500,NaN,NaN,0.160842777578496,2.8761747231834
7000,NaN,0.667651227402982,NaN,NaN
7500,2.73543724368429,NaN,0.0420319205100367,NaN
