timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,0.0285237704080878,0.0308294718074154,9.54096784995547,0.0135388397151358
300,NaN,0.116905717397301,NaN,NaN
350,3.35301080964128,NaN,NaN,1.18406672241149
400,NaN,NaN,8.00777173885716,NaN
600,NaN,0.473090070622651,NaN,NaN
700,4.81169460753256,NaN,NaN,8.85264485436592
800,NaN,NaN,1.2700760328365,NaN
950,NaN,1.90987695413729,NaN,NaN
1000,18.2957224523961,NaN,NaN,6.07592704404293
1500,10.6270763659744,2.08602464003331,0.717677482739136,4.88820093599968
2000,4.24369099487168,1.93327781019618,0.741096732396221,10.6409252711382
2500,10.1788473957258,NaN,0.629909691481895,4.64637487628213
3000,3.54894137310229,1.6629011987108,0.247562241648127,6.02657161559251
3500,4.83494509933525,1.1694424040097,NaN,3.31845802239941
4000,3.21738086091887,2.56575269180246,0.414897253559629,4.60540122860712
5000,2.72696586140973,0.712207626272076,0.192939116056228,2.81959324071408
6000,2.65694503901841,NaN,NaN,2.61183323228072
7000,2.64623085234658,NaN,NaN,1.30778187847973
