timepoint,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,0.0360711403213808,0.0367724232984627,8.61976727603948,0.00137955998769791
300,NaN,NaN,5.78660310242687,NaN
350,NaN,NaN,NaN,0.256662308468325
400,0.213209487540036,0.0689876342601513,NaN,NaN
650,NaN,NaN,10.2265594449065,NaN
750,NaN,NaN,NaN,0.462421435217928
800,NaN,0.182178194944826,NaN,NaN
850,0.655532614532409,NaN,NaN,NaN
950,NaN,NaN,10.1710764950846,NaN
1000,NaN,0.155827434473596,NaN,0.438713427004776
1500,1.13014439770438,0.886611617500543,5.50630588257175,1.85584913318201
2000,2.52469183725647,0.558628558612898,7.15693959612806,1.98716019432091
2500,1.49896615605152,1.3315797780144,7.2996922039312,1.24288376486732
3000,1.6508396153533,NaN,3.43636742061377,1.62565053227477
3500,NaN,0.87262213199482,3.95024407282588,1.12572100319758
4000,1.19572071847153,0.444876177658086,NaN,NaN
4500,1.33728482421506,NaN,1.22099867330027,0.530304998844582
5000,NaN,0.683740570573616,1.05138884140055,NaN
5500,1.41797051445342,NaN,NaN,0.449223543319909
6000,NaN,0.594494326277869,0.261935438034096,NaN
6500,NaN,NaN,NaN,0.475909950790814
7000,0.695263094129259,0.947621506590037,NaN,NaN
7500,NaN,NaN,0.0651763963944575,NaN
8500,0.515126949407853,0.783833134866529,0.0489213917160649,NaN
