t,Compound_1_Obs,Compound_5_Obs,Compound_6_Obs
0,0.982889369937294,1.04663673740774,0.000183243953508594
25,NaN,NaN,0.000351485323409694
30,0.36103430727305,0.121394492120312,NaN
50,NaN,NaN,0.000286100556432062
60,NaN,0.16001844006714,NaN
65,0.285809770479064,NaN,NaN
75,NaN,NaN,0.000230096588499847
95,NaN,0.187919229178009,NaN
100,0.305143782876777,NaN,0.000209153848135688
150,0.301417986890874,0.23917213380592,0.000136353377105982
200,0.533128171305525,0.326543461022236,0.000128501826529776
250,0.490150982688053,0.466710232107142,0.000181736839675096
300,0.445056872212995,0.52284185494045,0.000125532782959731
350,0.594302466236063,NaN,8.21984766238087e-05
400,NaN,0.535377456943087,NaN
450,0.687852371878547,NaN,NaN
500,NaN,0.892678986647066,NaN
600,0.725804062891514,0.811804722685142,NaN
