t,Compound_1_Obs,Compound_5_Obs,Compound_6_Obs
0,0.936355023009877,1.51574636851351,0.00342570317437449
10,NaN,NaN,0.00395897521230763
20,NaN,NaN,0.00303767825928027
25,2.04168288721372,1.04158676847294,NaN
35,NaN,NaN,0.00366755925540936
50,1.8830119495311,1.2870114519832,0.00405729459888802
65,NaN,NaN,0.0045789842899186
75,2.29183515395378,1.40352680568635,NaN
80,NaN,NaN,0.00361161913195131
100,2.22273011530821,2.21101221053574,0.00497770645422411
150,2.83413014946285,2.45143988471606,NaN
200,3.32340068817121,2.52917484801213,NaN
250,2.89988798067824,3.24784632084967,NaN
300,3.34989973212843,3.13417933501554,NaN
350,3.48367337466909,2.97741355047075,NaN
450,3.97800627628291,4.30617579170781,NaN
550,5.02014736998163,4.93470414287192,NaN
