t,Compound_1_Obs,Compound_5_Obs,Compound_6_Obs
0,1.46925782181604,0.363150191165881,-0.241344679403458
25,1.12472657428694,1.02414030052917,0.689174063359447
50,0.879486617723535,1.72101038662842,1.11783819018749
75,NaN,NaN,1.16149680839026
80,0.664114751466565,1.80970057692915,NaN
100,0.516795206988768,1.82365939535476,1.26177332410026
150,0.312166066429529,3.25967341950691,1.17706716157962
200,0.299433866545296,2.25641893236431,1.97131716429742
250,0.26974994868577,1.98434819409976,2.74896963878943
300,0.323415860992329,NaN,2.80411501792069
350,0.425910999641535,3.47762958395802,NaN
400,NaN,3.70340911039573,3.89554372754565
450,0.331725346210241,NaN,NaN
500,NaN,4.22887149105383,3.82743612052184
600,NaN,4.66618698058237,4.31170006520834
