t,Reelin_input,Compound_1_Obs,Compound_5_Obs,Compound_6_Obs
25,0,1.03282896323638,1.0401986626507,0.000163628760458139
25,0.00012207,0.908386286777961,1.03293506532212,0.000141625104706387
25,0.00024414,1.17099612937267,1.03785652054943,0.000125390703352708
25,0.00048828,0.843164462939229,0.879135877827814,0.000116954736737842
25,0.00097656,0.947307128316256,1.03403698435332,0.0001693558718048
25,0.0019531,0.879327176855523,0.859421127311415,0.000143711644704681
25,0.0039062,0.564035061688552,0.553655185429811,0.000305965010923005
25,0.0078125,0.460872820589879,0.378081906630044,0.000263841855750038
25,0.015625,0.14382593217747,0.315714657807009,0.000402200647435935
25,0.03125,-0.00538144550104837,0.152778170200274,0.00043992252687972
25,0.125,-0.0309481280096072,0.207123245888745,0.000446329809072654
25,0.25,0.0227231279085489,-0.0195153593962085,0.000339312458716131
25,0.5,-0.147322036205307,0.0239597218507633,0.000499340290645314
25,1,0.0644405872603273,0.110451344881263,0.000400683517425529
