t,epo_level,p12EpoRpJAK2_Obs,CISnRNA2_Obs
13,2.5e-09,0.0551916498168398,-7.1437049864746
13,2.5e-09,0.0682584032718745,11.1533437098351
13,2.5e-09,0.0709450881677851,11.1991770895297
13,2.5e-08,0.290733021445908,24.0761214445507
13,2.5e-08,0.301701866520949,9.98385795785187
13,2.5e-08,0.321982928329347,23.7544929803438
13,2.5e-07,0.222477287366111,96.0361403524261
13,2.5e-07,0.226034105565871,107.39979158177
13,2.5e-07,0.237011843650591,88.6281158530863
13,2.5e-06,0.142264693750628,166.635907024875
13,2.5e-06,0.14504232814415,175.537076630413
13,2.5e-06,0.145387607860173,183.807498629557
13,2.5e-05,0.119680958301708,185.162215770443
13,2.5e-05,0.122315689370153,190.791927990158
13,2.5e-05,0.124555444630119,186.013375697147
