t,epo_level,EpoRJAK2_Obs,p2EpoRpJAK2_Obs,SOCS3nRNA2_Obs,Compound_1_Obs
55,2.5e-09,5.3235049208924,0.0649864897385568,0.00234258767021597,6.25310596400216
55,2.5e-09,5.91687204955797,0.0589360778419786,0.00256942568293704,6.61979325450779
55,2.5e-09,5.17388812663755,0.0539618151357464,0.0025496739439898,6.21013598074065
55,2.5e-08,4.4283065275148,0.0816451251159042,0.00352731947246541,10.6024061822738
55,2.5e-08,4.40842218751086,0.0831734704069363,0.00324839264397597,11.0526833641734
55,2.5e-08,4.30276822577654,0.085172259890613,0.00335432784762496,10.1844082897884
55,1.25e-07,5.26168543122166,0.0697364228382966,0.00306257321532567,7.47467803336253
55,1.25e-07,5.60247287640259,0.0641676614041211,0.00273910265371322,7.29510238888931
55,1.25e-07,5.63972128618582,0.0657407264678916,0.00266307305888227,7.97304738776486
55,2.5e-07,6.09139374851866,0.0481708871282514,0.00124972539706616,2.2571519729499
55,2.5e-07,5.41032783912547,0.0476436013615633,0.00116334959327737,2.8640562705057
55,2.5e-07,5.98197360814632,0.0483855142371914,0.00119629553445139,1.98410963667368
55,2.5e-06,5.25680574994857,0.0214572173636253,0.000162004948077755,0.192485434686223
55,2.5e-06,6.047790679922,0.0232566161266577,0.000391429465117389,0.569042838221503
55,2.5e-06,5.83959647848078,0.0130787953238345,0.000303703638088335,1.21027748371202
