t,epo_level,STAT5_Obs,npSTAT5_Obs,SOCS3nRNA3_Obs
7,2.5e-09,129.026035221099,-0.336554230035381,1.12946444177791e-05
7,7.905e-09,119.194814186854,-0.252107460794742,1.50838518422682e-05
7,7.905e-09,120.363210498383,0.448403268057703,1.07984923407575e-05
7,7.905e-09,128.590736186883,0.495423198044201,3.87701560450265e-06
7,1.25e-08,118.483790048893,-0.0284818339511763,3.16320363827259e-06
7,1.25e-08,124.797783253153,-0.0778529794315312,-2.26491131728864e-06
7,1.25e-08,128.83979574965,0.653863835902182,3.57031717439984e-06
7,1.75e-08,121.964350714041,0.0704007708412238,1.53313194550161e-05
7,2.5e-08,113.025321603493,0.761452391571587,9.70996270581402e-06
7,3.95e-08,99.1650873281751,1.32805373392241,1.84604985675824e-05
7,7.9e-08,89.3831210017075,1.76222360325225,5.67356551922837e-05
7,1.25e-07,63.0591539679204,3.81844031669502,8.60790999776798e-05
7,1.7675e-07,36.2888125661615,4.6584155495137,0.000119814826315217
7,1.7675e-07,45.2968832723094,4.24496138612892,0.000120565337947351
7,1.7675e-07,54.3685409520813,5.14455854387228,0.000109031934248742
7,2.5e-07,27.198122888557,5.91588233707157,0.000170979581414166
7,7.905e-07,4.88042851397687,9.34290588840962,0.000334589472502218
7,2.5e-06,11.8941391726003,11.5934351067149,0.000452693565530963
