t,Compound_5_Obs,Compound_8_Obs,Compound_9_Obs
0,97.7220111862241,1.25484040525374,1.74289889922156
30,72.3388433746953,4.91176774771387,NaN
40,NaN,NaN,4.2779748791063
55,123.646453089197,4.64859635695456,NaN
80,NaN,NaN,9.7079556610128
90,191.779634397281,3.96921658505736,NaN
100,NaN,NaN,6.58282043897665
150,77.573271930241,4.33508910218558,3.92109163407346
200,122.583341174991,3.36430020182481,3.24844115478445
300,215.43412095315,2.88043556355686,5.06975420397505
350,NaN,NaN,6.41099220951295
400,NaN,NaN,2.19032421555512
500,NaN,NaN,1.97124661035131
600,NaN,NaN,2.28588974753152
750,NaN,NaN,1.44187984504476
