t,Compound_2_Obs,Compound_3_Obs,Compound_6_Obs,Compound_7_Obs
0,3.97014273343813,2.65989024898486,1.57024589058376e-17,0.848801542316445
10,NaN,7.99187136808202,1.20318954115085e-17,NaN
15,2.75249582376597,NaN,NaN,1.54548373233242
25,4.21394740983928,4.5703631288875,9.9774082207661e-18,1.24284638426526
40,3.09775101704929,5.10661160030414,7.17160586046934e-18,0.596969134103988
55,2.23178804794953,2.81642146670286,6.67427176359737e-18,0.798899139083032
70,NaN,1.86595471040062,4.63374800582089e-18,NaN
75,3.24596993029906,NaN,NaN,0.484949098346506
90,NaN,3.33542259726494,1.24745163607571e-17,NaN
95,4.37267053883717,NaN,NaN,NaN
100,NaN,NaN,NaN,1.58939751249151
