t,Compound_2_Obs,Compound_3_Obs,Compound_7_Obs,Compound_9_Obs
0,2.38742317704825,2.26303466990725,1.67855640968426,2.55668199547672
35,5.86785366931189,4.97554421045831,NaN,NaN
40,NaN,NaN,NaN,5.5326540736032
60,NaN,NaN,6.0640500375706,NaN
65,3.14035612510966,NaN,NaN,NaN
70,NaN,5.69008814664667,NaN,NaN
75,NaN,NaN,NaN,8.24139211686026
100,4.35551048808535,6.37357272705296,8.87243521223762,13.1633208793497
150,1.39369236608223,2.4674164706137,NaN,2.80267118963918
200,0.97929777987965,3.13237858889967,2.11188490018732,4.26381670606026
250,1.96116933262978,2.94148264949215,5.90668398543272,4.66629007736794
300,3.32172255597287,NaN,NaN,2.53188328840309
350,3.00115367182177,5.03150721967185,3.36748112825109,NaN
400,NaN,NaN,NaN,2.53661497344664
450,2.24748312442979,NaN,1.50309586182688,2.33991901723382
550,2.80583385731971,NaN,NaN,4.40690265777967
600,NaN,NaN,3.31507820905874,NaN
650,NaN,NaN,NaN,4.19456951806957
750,NaN,NaN,4.81721529173265,NaN
