t,Compound_2_Obs,Compound_3_Obs,Compound_6_Obs,Compound_7_Obs
0,2.79032836338206,3.34778383472525,9.17281423411353e-18,1.59739243230158
10,3.52832006161319,2.30880755394726,NaN,NaN
15,NaN,NaN,2.48592217383345e-17,0.897004025176139
25,6.14010305601875,5.13637820080645,8.7982800573613e-18,NaN
30,NaN,NaN,NaN,0.65320131730626
40,3.12206030498185,3.37739583185494,3.83430656968524e-18,NaN
45,NaN,NaN,NaN,1.13386432274179
55,2.07311766637355,2.6292442944248,NaN,NaN
60,NaN,NaN,8.2175731941907e-18,1.81573365860865
70,1.48962177316589,NaN,NaN,NaN
75,NaN,2.23357698224731,NaN,NaN
80,NaN,NaN,6.787331796062e-18,1.22523882532066
90,1.45054533085727,NaN,NaN,NaN
95,NaN,2.51748446166762,NaN,NaN
100,NaN,NaN,NaN,0.47487969828993
