t,Compound_2_Obs,Compound_3_Obs,Compound_6_Obs,Compound_7_Obs
0,2.69302119913518,1.55114646521691,1.03553323932452e-17,1.116220680622
10,NaN,NaN,1.12201350905747e-17,0.868578561119311
15,2.13865208227789,4.83292474870475,NaN,NaN
20,NaN,NaN,NaN,2.23132707261279
25,NaN,1.27290735704516,1.86754340132687e-17,NaN
30,1.10298461958666,NaN,NaN,NaN
35,NaN,NaN,8.08766348481708e-18,1.01284299100174
40,NaN,3.35286542561715,NaN,NaN
45,2.85607491650913,NaN,NaN,1.56161371156335
50,NaN,NaN,2.13634040196395e-17,NaN
60,NaN,3.34625337194076,NaN,1.64643200933717
65,5.26088145907822,NaN,1.02172815556877e-17,NaN
80,NaN,5.43941981998509,NaN,0.718481702566113
85,NaN,NaN,1.24584459289756e-17,NaN
90,3.40951524530156,NaN,NaN,NaN
100,NaN,4.16939858837777,NaN,NaN
