t,Compound_2_Obs,Compound_3_Obs,Compound_5_Obs,Compound_7_Obs
0,2.09582239038437,1.95635272012143,267.797477584597,0.87130492263631
30,NaN,NaN,100.331185707583,NaN
35,3.91380853996047,8.11815301027883,NaN,NaN
65,3.00801355426146,NaN,162.795038148909,NaN
70,NaN,7.90862194158519,NaN,NaN
80,NaN,NaN,NaN,2.15922720487009
100,2.25047202929691,5.63075399063615,231.899336682113,NaN
150,2.04199142398312,9.95833249310553,181.432939814335,1.31499232134832
200,1.78873849082204,5.42108647723425,201.147623898487,NaN
250,1.67617921170271,3.52172370053454,245.022021216807,1.45109172441919
300,1.70630169774581,NaN,146.31897598811,NaN
350,1.86897411443097,3.10217264759378,NaN,5.79039378554528
450,0.594545177806983,NaN,NaN,1.66069074170102
550,0.978360097276552,NaN,NaN,NaN
600,NaN,NaN,NaN,5.04626898959906
750,NaN,NaN,NaN,3.7566444360785
950,NaN,NaN,NaN,1.18908162308847
1000,NaN,NaN,NaN,1.47880052710676
1500,NaN,NaN,NaN,1.00237874022835
