t,input_il6,pJAK1_gp130_Obs,nSTAT3_Obs,nSOCS3RNA3_Obs,nSOCS3RNA4_Obs,nSOCS3RNA5_Obs,SOCS3_Obs
7,5,0.0250919055757268,16.5749170782763,0.0259513611361192,0.0173377136607701,0.0155982617035062,0.181694227265376
7,5,0.0321987386682225,10.1541275301185,0.0204572763492556,0.0134864671766792,0.0148451194728119,0.120605509289655
7,5,0.0418825928235445,14.690742302766,0.0422033757221426,0.0186786210540907,0.010830982825817,0.0846605614027835
7,5,0.0240191134968758,16.4096720548336,0.0192315419829305,0.0189624553234847,0.0104618671108539,0.174056181956802
7,20,0.0472492655424426,19.136158999671,0.0686752091003751,0.019967749752351,0.0211732221961061,0.0989406163789602
7,20,0.0610452540211368,14.5953285600676,0.0388906239789831,0.0224115598857092,0.015729345596224,0.105692982265654
7,20,0.0497994540935432,18.6349303494407,0.0389329560503979,0.015375997881652,0.0146112885058117,0.131208718506979
7,20,0.0366847481090536,15.6904672873008,0.0526842244688499,0.0230956215373583,0.0166650624053318,0.176386005907315
7,40,0.00582246355961993,11.8400335122261,0.0175869379378908,0.018500899642529,0.0152114478258485,0.149572695435323
7,40,0.00891222001508802,10.8974320580374,0.0173840331944254,0.0164185808785446,0.0150127073060765,0.0855943715232531
7,40,0.00850217114334322,8.86670834320125,0.0155766464296644,0.0226582708258513,0.0149364830769661,0.178099318830296
7,40,0.00969080101890415,10.5258370251946,0.0136855926259103,0.0171760322484947,0.0177701050676732,0.143466257379271
7,90,0.0732752935422736,16.5942044125888,0.105345346512573,0.0366233263867541,0.0179024008978222,0.118154767679722
7,90,0.0892727377226779,21.8786980537611,0.0957498291668616,0.0318508178812912,0.0200290376025924,0.0767600619156898
7,90,0.0524767553106781,17.3216527731961,0.0622408587970924,0.0316010307479089,0.0145370134333413,0.122196441172043
7,90,0.0614814392123423,20.5989210350798,0.0978531993614801,0.0279108859179192,0.015716759474989,0.174460986597444
