t,input_il6,nSOCS3RNA4_Obs
12,0.1,0.0153716296715855
12,0.1,0.0089078928555453
12,0.1,0.0126690703441237
12,0.1,0.0181966394832069
12,1,0.0200524713630981
12,1,0.0120704409680205
12,1,0.0111892042259407
12,1,0.0193177043091128
12,5,0.037769348544362
12,5,0.0376202167702561
12,5,0.0314754241176586
12,5,0.0327848360159771
12,10,0.186222885300378
12,10,0.272626437596673
12,10,0.239846325657311
12,10,0.240703834336898
12,50,0.0255376509177467
12,50,0.0205393000940546
12,50,0.0305959529114552
12,50,0.0195781550019881
12,100,0.111917245518559
12,100,0.0831246171014446
12,100,0.145636683845952
12,100,0.147607042560958
12,500,0.316051754440025
12,500,0.249749920553949
12,500,0.274325019009121
12,500,0.312391608773756
