t,input_il6,pJAK1_gp130_Obs,nSTAT3_Obs,nSOCS3RNA3_Obs,nSOCS3RNA4_Obs,nSOCS3RNA5_Obs,SOCS3_Obs
0,2.5,0.000940812127133584,8.07647190892212,0.014389866363049,0.0157957871298967,0.0127507514097584,0.0862017166586706
0,2.5,0.00098492611842354,5.82392335998472,0.0107127254511804,0.0171966444365758,0.016559401681694,0.102246135760759
0,2.5,0.00104086166342242,7.95546395435109,0.0122940009336091,0.0129054541287157,0.0150067269699833,0.14600954716946
0,2.5,0.00106069368673997,7.51309831190957,0.0131241582208341,0.0155220916029292,0.0121934359368559,0.147702978880172
0,2.5,0.00109721937150508,5.94401054131838,0.0238312124099982,0.0138225544719773,0.0148132152816908,0.145757365886176
0,10,0.000681880811514769,8.33664031318418,0.0121453478021908,0.0162846602795129,0.0184186277055216,0.11572617163968
0,10,0.000742924002393424,11.2460168579118,0.008728481095803,0.011606613779667,0.0157210953750957,0.165993906676128
0,10,0.000743820208934378,8.5080186078616,0.0174570368240164,0.0123395699354885,0.0113842739395328,0.127009144151785
0,10,0.000747478839038056,5.81780836709612,0.0114242304991501,0.00970462081008573,0.00989474552630112,0.154552073387257
0,10,0.00109458299916988,6.61268003001718,0.0132815370180213,0.0107250776579308,0.0150068282100298,0.125379659214762
0,60,0.000607518317075629,6.69190366006306,0.012975621174285,0.0139233280053437,0.0188479418089361,0.108215167692134
0,60,0.000710434329268714,6.6869199668219,0.0156490692380376,0.0167620073761162,0.0111782694761201,0.0819600224457341
0,60,0.000871449908780351,6.48783840742377,0.0130895429115991,0.0140905065692328,0.0155788042425086,0.144164434578623
0,60,0.000880895626426122,5.82425518354425,0.0145142309466627,0.0165916877976296,0.0124043021542257,0.11278887094662
0,60,0.00115358936412869,6.98016460492992,0.0116159281082757,0.00972169196587955,0.0135700539163724,0.179458127546572
0,120,0.000583951559409482,8.30184424920046,0.0148945874862521,0.0179716843200925,0.0147863629343219,0.15845934470349
0,120,0.000728938787062078,7.16350246857304,0.011410010599057,0.0104292598708872,0.0143634298183251,0.0966293888725254
0,120,0.000827601072479701,6.99683424306147,0.0144288838380112,0.0216221562129362,0.0116935607290664,0.134510797871187
0,120,0.00101254147422481,8.4779920464941,0.0110155247390053,0.0130362307694982,0.0142869425691868,0.102028403171811
0,120,0.00101675712864668,7.95377751377134,0.0122896571277474,0.00883548452533757,0.0141484605743444,0.115069555838248
