t,epo_level,p2EpoRpJAK2_Obs,STAT5_Obs,CISnRNA4_Obs
57,2.5e-09,0.0409287700437982,57.9148048019204,193.322833275454
57,2.5e-09,0.047699589774855,65.278884965979,144.459541565303
57,2.5e-09,0.0477158088426644,62.3374051230585,157.280819029596
57,2.5e-08,0.105306349440388,49.3146299535336,466.235329717261
57,2.5e-08,0.110947025103115,46.4200939506503,565.502923874169
57,2.5e-08,0.124861958082941,53.8908723355223,472.095074186728
57,1.25e-07,0.15814125715625,49.6228048867939,1031.00219497345
57,1.25e-07,0.159519242506188,46.1438217000956,1006.41964820765
57,1.25e-07,0.170272309160468,45.2106058724907,978.087063161915
57,2.5e-07,0.163802415639349,44.6200579248667,1121.25622483561
57,2.5e-07,0.17289568154059,42.1477576336358,1136.62941643215
57,2.5e-07,0.176663306070881,47.967955256273,1141.52143085547
57,2.5e-06,0.236539488004747,37.2925062403346,1393.11321122354
57,2.5e-06,0.240836059450074,33.6759768758083,1344.59226040444
57,2.5e-06,0.242491150841806,34.6600290268832,1279.27341499728
