t,epo_level,npSTAT5_Obs,SOCS3RNA_Obs
12,2.5e-09,-0.837620884687181,6.15868716647683e-05
12,2.5e-09,0.852227648030693,-2.45408754788851e-05
12,2.5e-09,0.989155651119892,1.57378834718822e-05
12,2.5e-08,3.3117679478526,8.77313126542824e-05
12,2.5e-08,3.32968620855679,6.91462159986382e-05
12,2.5e-08,3.81449583022298,0.000158415588933255
12,2.5e-07,17.9967395179438,0.000966112643782619
12,2.5e-07,19.7541336076802,0.00108730589329317
12,2.5e-07,19.8226096186058,0.000928236792087991
12,2.5e-06,22.1786710459758,0.00176990483309243
12,2.5e-06,22.3961934721056,0.00180215551147725
12,2.5e-06,23.4047638271043,0.00180579530798087
12,2.5e-05,22.1185729173615,0.00200605944281487
12,2.5e-05,23.1331425908834,0.001921805324483
12,2.5e-05,23.2312946597365,0.00200297759556336
