t,epo_level,p1EpoRpJAK2_Obs,SHP1_Obs,SHP1Act_Obs,SOCS3nRNA2_Obs
6,2.5e-09,0.259177085308226,25.2051114485064,0.0228912522708933,0.000328961172037362
6,2.5e-09,0.049108850025215,24.5699156354474,0.0030126095578593,-4.71686817202683e-06
6,2.5e-09,0.0376539326860927,24.7107749027476,0.00279899987973337,4.92035967275757e-05
6,7.905e-09,0.0494551402198099,24.0243955545109,0.00374388674747776,1.04439004279122e-05
6,7.905e-09,0.0677886591301744,26.5765438548087,0.00534922425120779,2.85125043046062e-05
6,7.905e-09,0.25370234286532,25.046764862408,0.031953907305522,0.00043939098244968
6,1.25e-08,0.413769055103275,22.987400145718,0.0677158565087028,0.00120746391892602
6,1.25e-08,0.281084528547485,24.5821897110949,0.0370891202279666,0.000595359153753502
6,1.25e-08,0.285853180158849,23.0884719208311,0.0356386218111501,0.000582170216197206
6,1.75e-08,0.292789651260693,22.7457246414315,0.0366127772529258,0.00058829377986632
6,2.5e-08,0.0798665373079659,23.4597225683511,0.00959705173863427,8.65109040284475e-06
6,3.95e-08,0.0119604123115885,26.8583290005951,0.000960976863819131,-1.31753083958936e-05
6,3.95e-08,-0.00326001440692074,22.8061500333251,0.000304940191598266,8.73108456046567e-06
6,3.95e-08,0.0298071891393197,24.1259667592952,-0.000562036418288029,-1.55043605603921e-05
6,7.9e-08,0.117624689447116,27.2706300435714,0.00851836437518786,8.54442466872547e-05
6,1.25e-07,0.117105724798953,24.8779461072857,0.0105330750643793,7.92079009335962e-05
6,1.7675e-07,0.125390915988656,24.1455642733829,0.00795189232765016,6.24577471908574e-05
6,2.5e-07,0.348537199581136,26.1606423659859,0.0558711832408272,0.000968613123467795
6,2.5e-07,0.344834576943001,24.1130166566928,0.0552738710357866,0.000963201692631519
6,2.5e-07,0.348631197438403,26.468648423044,0.0558426178529463,0.000969569992510358
6,7.905e-07,0.0376264719921184,24.2011189222761,0.000920571031147235,-1.71234547933997e-05
6,7.905e-07,0.0133546967207494,22.645237347869,0.00167867610868889,1.65254160205556e-05
6,7.905e-07,0.0338410366885709,25.9514134387229,0.00292166457535698,-1.10433567250041e-06
6,2.5e-06,0.201049995883865,25.0344704313242,0.0187727830819644,0.000187021234074262
