timepoint,Glu_Obs,cGlu_Obs,Ind_Obs,Compound_1_Obs
0,10.3427014139755,-0.144059473178733,-0.00104764769679998,8.54687262835334
350,7.68229381155385,NaN,NaN,9.7045294886669
400,NaN,0.0479891116350489,-0.04308986106298,NaN
700,8.8493988709131,NaN,NaN,NaN
750,NaN,NaN,NaN,9.44893390407072
800,NaN,0.175311635270605,-0.073109696074929,NaN
1000,9.58009148138808,0.210270911160521,0.0339773867542908,10.3596095246144
1500,9.18848222370728,0.286682794468153,0.170480425510738,9.51895727793468
2000,7.92192713838616,0.516258947683125,0.15076417850992,10.8553425775395
2500,7.36686862511912,0.750645716838962,0.287621378419937,10.8214831016388
3000,5.75496875230044,NaN,NaN,9.91918771787948
3500,6.86004071631366,0.998840858160508,0.694472433945111,NaN
4000,4.32024243548322,0.870557342519634,0.733019529292144,7.71328597804253
5000,4.67522420734518,0.853505128624309,0.672175147707696,5.14189809621129
6000,0.263119314545296,0.704088053525109,0.355174098793654,3.63219958040966
7000,NaN,0.586075100805911,0.292416321526099,-0.386120290960294
7500,2.33260544340605,NaN,NaN,NaN
8500,NaN,0.437741316693622,NaN,NaN
