timepoint,Glu_Obs,cGlu_Obs,Ind_Obs,Compound_1_Obs
0,9.85105696482521,-0.0788275362013859,-0.0267510186784766,10.5368263836731
400,NaN,0.0236370320140631,0.0255720347416065,10.5651921253483
450,9.51186617360103,NaN,NaN,NaN
800,NaN,0.176064984180138,NaN,NaN
850,NaN,NaN,-0.0202249534599816,10.5290199847932
900,10.5485693356845,NaN,NaN,NaN
1500,8.2535845353008,0.515192863333014,0.0641387118001159,10.9077581225458
2000,9.1739625839478,0.753227295725623,0.230154703320221,8.90320695829662
2500,8.38061154628235,NaN,0.245966912696578,10.2444695538523
3000,7.48458655333709,0.957444231507968,0.506945692589796,7.01297995288731
3500,NaN,0.973491102164788,0.543675028158187,6.65532704833987
4000,4.44620412479821,0.957876782915988,NaN,NaN
4500,NaN,NaN,0.61195325596133,6.64766653909962
5000,3.32445256797781,0.715794481221488,NaN,NaN
5500,NaN,NaN,0.436122561111151,4.74514571011295
6000,3.14713144341224,0.622054786387133,NaN,NaN
6500,NaN,NaN,0.318297245658743,NaN
7000,NaN,0.597878521868477,NaN,2.61913844107718
7500,0.330454562990452,NaN,0.195172309198721,NaN
8500,NaN,0.340556597703475,NaN,3.30036763538735
