timepoint,Glu_Obs,cGlu_Obs,Ind_Obs,Compound_1_Obs
0,9.96223590770714,-0.412950563502642,0.000421882146363464,11.7540298245935
35,0.267289407522054,NaN,NaN,NaN
75,-0.0800602633794953,NaN,NaN,NaN
100,-0.0872481452250269,NaN,NaN,NaN
150,0.0948509494033131,NaN,NaN,NaN
200,0.00500915319211647,NaN,NaN,NaN
250,0.318253981133822,NaN,NaN,NaN
350,0.0879159933033603,9.03423616305988,0.004656334701547,NaN
400,-0.0676763843227151,NaN,NaN,9.65383626031311
650,NaN,NaN,0.00409054434325516,NaN
700,NaN,9.71727555781904,NaN,NaN
800,NaN,NaN,NaN,9.01208716342514
1000,NaN,8.34239338877292,0.00352246386070858,8.95373033375233
1500,NaN,7.07429501633417,0.00286128491425725,10.4252050867376
2000,NaN,8.08320701773366,0.00240859834860311,7.44062170821471
2500,NaN,6.72170552879319,0.0020658270231077,NaN
3000,NaN,6.92516460260321,0.002922510857977,8.26533772975958
3500,NaN,5.59021102728944,0.00146485105990324,6.49956928532145
4000,NaN,5.75089860335576,0.0028670352157916,6.11076782132929
5000,NaN,4.97345137363277,0.00117660438203351,6.90566674219556
5500,NaN,4.96967635928936,0.00147865788485705,NaN
6000,NaN,NaN,NaN,4.84514532189954
6500,NaN,NaN,0.000688447041288893,NaN
7000,NaN,4.98301983497593,NaN,2.85890084841696
8000,NaN,3.91362000357496,NaN,NaN
8500,NaN,NaN,NaN,5.09090708198542
