timepoint,Glu_Obs,cGlu_Obs,Ind_Obs,Compound_1_Obs
0,9.8873410919518,-0.970250579775933,0.000621128690128265,10.6677364437441
40,0.00563173847191818,NaN,NaN,NaN
80,0.144552202967408,NaN,NaN,NaN
150,0.0661660258592669,NaN,NaN,NaN
200,-0.137580560220986,NaN,NaN,NaN
250,-0.107540031116301,NaN,NaN,NaN
300,-0.0576116008181824,8.70605938406786,NaN,NaN
400,-0.152456290991609,NaN,0.00495328428019328,NaN
450,NaN,NaN,NaN,11.0148627579378
650,NaN,8.60613283131864,NaN,NaN
850,NaN,NaN,0.00370974640745528,9.56836698708216
950,NaN,6.47121500886664,NaN,NaN
1500,NaN,7.98110746360259,0.00357324110618586,8.18850064693023
2000,NaN,6.81791186842243,0.00253709777381358,6.6835314326933
2500,NaN,7.01247248916022,0.00253602712052696,6.5775573559898
3000,NaN,NaN,0.00211482516635751,7.6862385424304
3500,NaN,4.62382648776604,0.00213988752759729,NaN
4000,NaN,6.73103917812738,NaN,7.88560720264351
4500,NaN,NaN,0.00104726216857311,6.82678330783411
5000,NaN,6.65347843055218,NaN,NaN
5500,NaN,2.96063740542254,0.00139670607902161,4.56609563007841
6500,NaN,NaN,0.00100648569658058,NaN
7000,NaN,5.31812534326153,NaN,6.78186947944618
7500,NaN,NaN,0.000745344228241546,NaN
8500,NaN,NaN,NaN,4.32738913118692
