timepoint,Glu_Obs,cGlu_Obs,Ind_Obs,Compound_1_Obs
0,9.05256334691449,0.15016565368391,-0.0055886471201205,9.55766879658811
100,8.67153964349724,NaN,NaN,NaN
250,9.99090075868901,NaN,NaN,NaN
400,8.43234173219481,1.27997632094483,NaN,11.0565349393368
500,NaN,NaN,0.0447111924496475,NaN
550,8.9860603061031,NaN,NaN,NaN
700,6.4706124814975,NaN,NaN,NaN
750,NaN,NaN,NaN,10.3017361999015
800,NaN,2.60675931260459,NaN,NaN
850,7.67822354547225,NaN,NaN,NaN
1000,7.14352678972986,4.21310359996078,0.134042431401435,11.7113121539681
1500,0.867612133322572,6.02354932341201,0.603241485795697,8.64775089935576
2000,0.19758368425716,7.25796908377486,1.19654087503762,9.03702113396145
2500,0.761320621062364,6.38193822517207,NaN,7.75603753208966
3000,NaN,NaN,0.939439803700938,NaN
3500,NaN,5.05449267728173,0.745958118510778,7.94547669406633
4000,NaN,3.65085512110372,NaN,6.56004545303343
4500,NaN,NaN,0.472464251397837,NaN
5000,NaN,3.79956576338996,NaN,6.01212312910206
5500,NaN,NaN,0.0902427306021317,NaN
6000,NaN,3.10672131674464,NaN,3.8107708605174
7000,NaN,2.09928712094952,0.178475185617745,5.31348651191217
8500,NaN,1.66623682086017,0.129091022235898,3.3638765302296
