timepoint,Glu_Obs,cGlu_Obs,Ind_Obs,Compound_1_Obs
0,10.3072635140588,-0.285050090114051,-0.00532077567352561,10.5181802421739
350,9.87586988726876,NaN,NaN,NaN
450,NaN,1.08030029489042,NaN,9.57773551087163
500,NaN,NaN,-0.0257173913825086,NaN
650,8.76600832093224,NaN,NaN,NaN
850,NaN,0.316315454010733,NaN,8.073047444808
1000,9.11430301198193,NaN,0.00293588006124437,NaN
1500,8.53635806203039,0.647068630944407,-0.00442561501995068,9.6319553520724
2000,8.67171954412288,1.22602053824825,0.0152768254483211,11.9338900393524
2500,3.7874152056905,5.76674614811419,NaN,10.3690132418279
3000,1.71604106067522,7.18358423122091,0.417198681599061,8.47189052787724
3500,-0.178537253720134,NaN,0.375416252161218,NaN
4000,-0.948494812824343,4.96833519778457,NaN,5.25112584832075
4500,NaN,3.96366472600558,0.205665225628368,4.59812786009364
5000,-0.622901162999037,NaN,NaN,NaN
5500,NaN,3.58318574432195,0.129937424817823,NaN
6000,0.154365279225928,NaN,NaN,4.92568294875347
7000,NaN,1.43298818536768,0.0522398788985301,4.57861997485379
8500,NaN,1.58152451374764,0.0382871985426504,3.19727428821717
