timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0196337854064424,10.2831166051166,0,0
350,0.0312278844338828,10.3278293383913,NaN,0.000146912755821276
400,NaN,NaN,0.041028209201396,NaN
750,0.0643854604477846,9.46961504765704,NaN,0.00202830944790757
850,NaN,NaN,0.139456561359822,NaN
1000,0.0940094948801155,10.6553178032074,NaN,0.00707412374297013
1500,0.213602442198823,9.69119654849201,0.387751584846139,0.0463983858162118
2000,0.442728775395376,7.81963972512935,0.898442314317713,0.164474847023288
2500,0.663440858344759,8.31841243696366,1.20161781547718,0.39544765694798
3000,0.777156301787407,6.5147089369166,1.38847536879108,0.65578596227749
3500,NaN,NaN,1.38717861158654,0.725811662420511
4000,1.06923010188111,4.44788872654868,NaN,NaN
4500,NaN,NaN,1.31145174280051,0.718407298165814
5000,1.1373645942896,2.55092424720776,NaN,NaN
5500,NaN,NaN,1.038235416354,0.494898316726384
6000,1.05792415683253,1.52839182169996,NaN,0.371022360926412
7000,1.15752943385906,1.09078733587346,0.741540125169818,NaN
7500,NaN,NaN,NaN,0.215103265695995
8500,1.05573866617906,NaN,0.502040903583009,NaN
