timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0197229588831309,9.10354817244126,0,0
400,0.0295053105807869,NaN,0.035969142835675,0.000182458773292733
450,NaN,10.7167640712694,NaN,NaN
750,NaN,NaN,0.103149080103062,NaN
800,0.0634074216867321,NaN,NaN,0.00210419524527416
900,NaN,9.08078891797479,NaN,NaN
1000,0.0951078933869413,NaN,0.185818055485651,0.00571661569457447
1500,0.224850576292063,9.1422926164886,0.494389702679209,0.0380285743584001
2000,0.569502732201152,10.18896097782,0.991264709101214,0.215062212401475
2500,0.835572545490003,7.96532647516191,1.25649270599229,0.528161562788484
3000,NaN,4.93077839749651,1.43517103721139,NaN
3500,1.23214948131711,NaN,NaN,0.980680563546428
4000,1.34986883764397,3.75647869126477,1.29343296881247,0.919937361945137
4500,NaN,NaN,1.33265561703828,NaN
5000,1.22145230266306,2.30120089528476,NaN,0.647988687326019
5500,NaN,NaN,0.900414394745798,NaN
6000,1.11818705356781,1.24063616985326,NaN,0.40947882360606
6500,NaN,NaN,0.773809351770668,NaN
7000,1.23313376865019,NaN,NaN,0.232175054356396
7500,NaN,0.58387470583556,0.563622702843433,NaN
8500,1.32199894951692,NaN,NaN,NaN
