timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.019545205902979,10.5306366760096,0,0
150,NaN,9.85527214040409,NaN,NaN
200,0.027253224987092,NaN,NaN,NaN
300,NaN,8.53515045132296,NaN,NaN
350,NaN,NaN,NaN,0.00592281643725005
450,0.0515571777477922,9.55776202725461,1.60805954565738,NaN
600,NaN,7.51451049287552,NaN,NaN
700,0.0813436508557261,NaN,NaN,0.0806468132269667
800,NaN,5.50571025347651,NaN,NaN
850,NaN,NaN,4.42520648439628,NaN
950,0.139660656913188,5.02243221017641,NaN,NaN
1000,0.147891790276812,3.85674998321345,NaN,0.271091039436649
1500,0.350092874763107,0.886088982221842,7.68939962037709,0.915044102589607
2000,0.454919694197058,0.0666562737106594,7.39080387161561,1.41826036432246
2500,0.661825219054211,0.0122720064927196,5.6554713100686,1.47853616254214
3000,0.711760469489455,0.00988356441903935,4.69274662791933,1.0930680211644
3500,0.691067362988278,NaN,NaN,NaN
4000,NaN,NaN,4.32285622578604,0.739873867802429
4500,NaN,NaN,3.66489324127585,0.636731275028869
5500,NaN,NaN,NaN,0.471948733035862
6000,NaN,NaN,2.66211456474153,NaN
7000,NaN,NaN,2.54053661943059,0.21712392831497
8500,NaN,NaN,2.25848086678244,NaN
